Place,Name,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,WeightClassKg,Division,Event,Sex,Equipment
13,Sanne van der Ploeg,62.5,97.50,110.00,-117.50,110.00,62.50,67.50,72.50,72.50,107.50,122.50,130.00,130.00,312.50,63.00,Open,SBD,F,Raw
14,Emma Dierickx,62.5,100.00,-105.00,105.00,105.00,60.00,62.50,-67.50,62.50,130.00,132.50,-135.00,132.50,300.00,63.00,Open,SBD,F,Raw
15,Louise de Jong,61.5,90.00,95.00,-100.00,95.00,60.00,65.00,67.50,67.50,120.00,127.50,132.50,132.50,295.00,63.00,Open,SBD,F,Raw
16,Janine Wiessenberg,62.1,105.00,-110.00,-110.00,105.00,60.00,-62.50,62.50,62.50,117.50,122.50,125.00,125.00,292.50,63.00,Open,SBD,F,Raw
17,Josine Verhagen,60.8,80.00,85.00,92.50,92.50,45.00,50.00,-52.50,50.00,105.00,112.50,120.00,120.00,262.50,63.00,Open,SBD,F,Raw
18,Anissa de Bree,62,82.50,87.50,92.50,92.50,-35.00,35.00,40.00,40.00,105.00,112.50,120.00,120.00,252.50,63.00,Open,SBD,F,Raw
19,Sharon Vlasveld,60.5,62.50,67.50,72.50,72.50,35.00,37.50,40.00,40.00,65.00,75.00,80.00,80.00,192.50,63.00,Open,SBD,F,Raw
1,Danielle Huijser,68.85,135.00,142.50,-147.50,142.50,80.00,85.00,-90.00,85.00,160.00,167.50,175.00,175.00,402.50,72.00,Open,SBD,F,Raw
2,Emma Omani,70.05,-135.00,-135.00,135.00,135.00,70.00,75.00,-80.00,75.00,150.00,165.00,-170.00,165.00,375.00,72.00,Open,SBD,F,Raw
3,Cathelijne Gort,70.30,100.00,107.50,-112.50,107.50,75.00,77.50,80.00,80.00,165.00,175.00,180.00,180.00,367.50,72.00,Open,SBD,F,Raw
4,Sophie Krielaart,69.10,125.00,-135.00,135.00,135.00,60.00,67.50,-72.50,67.50,140.00,152.50,162.50,162.50,365.00,72.00,Open,SBD,F,Raw
5,Florianne Volbeda,67.55,112.50,-117.50,117.50,117.50,-82.50,-82.50,82.50,82.50,145.00,155.00,-165.00,155.00,355.00,72.00,Open,SBD,F,Raw
6,Jessica Paczuski,69.65,117.50,125.00,127.50,127.50,65.00,-70.00,-70.00,65.00,150.00,157.50,162.50,162.50,355.00,72.00,Open,SBD,F,Raw
7,Stephanie Sevier,71.25,115.00,120.00,-122.50,120.00,70.00,72.50,75.00,75.00,125.00,130.00,135.00,135.00,330.00,72.00,Open,SBD,F,Raw
8,Bibi Stellema,69.65,115.00,120.00,-125.00,120.00,60.00,65.00,-70.00,65.00,125.00,135.00,140.00,140.00,325.00,72.00,Open,SBD,F,Raw
9,Michelle de Jong,69.30,107.50,112.50,115.00,115.00,65.00,70.00,-72.50,70.00,130.00,137.50,-145.00,137.50,322.50,72.00,Open,SBD,F,Raw
10,Siri Bentum,71.55,-112.50,112.50,-117.50,112.50,52.50,57.50,60.00,60.00,125.00,132.50,137.50,137.50,310.00,72.00,Open,SBD,F,Raw
11,Linda van Engelen,71.00,110.00,115.00,117.50,117.50,50.00,55.00,-57.50,55.00,125.00,132.50,-135.00,132.50,305.00,72.00,Open,SBD,F,Raw
12,Desie Dircks,69.10,-95.00,95.00,100.00,100.00,50.00,52.50,57.50,57.50,130.00,137.50,142.50,142.50,300.00,72.00,Open,SBD,F,Raw
13,Suzanne Kouwenhoven,71.30,95.00,97.50,100.00,100.00,55.00,57.50,60.00,60.00,130.00,140.00,-142.50,140.00,300.00,72.00,Open,SBD,F,Raw
14,Nikki Willemse,67.55,97.50,112.50,-120.00,112.50,50.00,55.00,-60.00,55.00,117.50,127.50,-132.50,127.50,295.00,72.00,Open,SBD,F,Raw
15,Froukje Hellings,69.05,100.00,105.00,110.00,110.00,52.50,-57.50,-57.50,52.50,110.00,115.00,120.00,120.00,282.50,72.00,Open,SBD,F,Raw
16,Sofie van Opdorp,70.80,105.00,107.50,-110.00,107.50,50.00,52.50,-55.00,52.50,120.00,-125.00,,120.00,280.00,72.00,Open,SBD,F,Raw
17,Hanneke Chorus,71.40,95.00,100.00,-107.50,100.00,-47.50,-47.50,50.00,50.00,110.00,120.00,125.00,125.00,275.00,72.00,Open,SBD,F,Raw
18,Rebecca Verhagen,70.10,85.00,90.00,-97.50,90.00,45.00,50.00,-52.50,50.00,110.00,120.00,125.00,125.00,265.00,72.00,Open,SBD,F,Raw
DQ,Ariana Hoeben,71.10,-110.00,-115.00,-115.00,-110.00,,,,,,,,,,72.00,Open,SBD,F,Raw
DQ,Miranda van de Pol,71.50,-125.00,-125.00,-125.00,-125.00,75.00,80.00,82.50,82.50,140.00,147.50,155.00,155.00,,72.00,Open,SBD,F,Raw
1,Miriam Vonk,79.45,120.00,127.50,132.50,132.50,70.00,75.00,-77.50,75.00,145.00,152.50,157.50,157.50,365.00,84.00,Open,SBD,F,Raw
2,Leonie Suurd,82.2,130.00,-137.50,137.50,137.50,72.50,77.50,-80.00,77.50,140.00,150.00,-155.00,150.00,365.00,84.00,Open,SBD,F,Raw
3,Amy Liebregts,81.45,120.00,125.00,130.00,130.00,60.00,65.00,-67.50,65.00,130.00,137.50,142.50,142.50,337.50,84.00,Open,SBD,F,Raw
4,Jeanine Maas,82.30,125.00,-135.00,-135.00,125.00,70.00,75.00,-80.00,75.00,125.00,132.50,137.50,137.50,337.50,84.00,Open,SBD,F,Raw
5,Roxanne Espineira,84.00,105.00,110.00,112.50,112.50,60.00,65.00,67.50,67.50,110.00,120.00,127.50,127.50,307.50,84.00,Open,SBD,F,Raw
6,Mirjam van Rijn,76.15,100.00,105.00,110.00,110.00,60.00,62.50,-65.00,62.50,115.00,122.50,-127.50,122.50,295.00,84.00,Open,SBD,F,Raw
7,Laura Brouwer,81.5,97.50,102.50,105.00,105.00,50.00,-55.00,55.00,55.00,122.50,130.00,-135.00,130.00,290.00,84.00,Open,SBD,F,Raw
8,Olivia Shaw,82.50,-90.00,90.00,95.00,95.00,45.00,47.50,50.00,50.00,110.00,117.50,125.00,125.00,270.00,84.00,Open,SBD,F,Raw
DQ,Jose Driessen,74.25,-95.00,-95.00,-95.00,-95.00,57.50,-62.50,-62.50,57.50,125.00,130.00,137.50,137.50,,84.00,Open,SBD,F,Raw
1,Danial Karami,59.0,137.50,142.50,147.50,147.50,87.50,-92.50,-92.50,87.50,165.00,175.00,-185.00,175.00,410.00,59.00,Open,SBD,M,Raw
2,Faustino de Groot,58.65,132.50,-140.00,140.00,140.00,90.00,-92.50,-92.50,90.00,155.00,-162.50,162.50,162.50,392.50,59.00,Open,SBD,M,Raw
3,Clint Garnier,58.18,-125.00,125.00,132.50,132.50,85.00,92.50,-97.50,92.50,145.00,155.00,160.00,160.00,385.00,59.00,Open,SBD,M,Raw
1,Dennis-Jean Abbink,65.1,175.00,180.00,185.00,185.00,115.00,120.00,122.50,122.50,220.00,230.00,232.50,232.50,540.00,66.00,Open,SBD,M,Raw
2,Genaro Pattiiha,64.2,140.00,150.00,-160.00,150.00,95.00,100.00,-110.00,100.00,180.00,190.00,-220.00,190.00,440.00,66.00,Open,SBD,M,Raw
3,Dani Rimmelzwaan,64,145.00,155.00,160.00,160.00,97.50,102.50,-107.50,102.50,150.00,160.00,-165.00,160.00,422.50,66.00,Open,SBD,M,Raw
1,Remco Sanders,73.6,185.00,200.00,207.50,207.50,135.00,140.00,-142.50,140.00,230.00,240.00,255.00,255.00,602.50,74.00,Open,SBD,M,Raw
2,Eray Cingi,74,192.50,202.50,210.00,210.00,142.50,150.00,152.50,152.50,215.00,-230.00,240.00,240.00,602.50,74.00,Open,SBD,M,Raw
3,Rutger Wijnker,73.8,185.00,192.50,200.00,200.00,115.00,120.00,125.00,125.00,227.50,235.00,247.50,247.50,572.50,74.00,Open,SBD,M,Raw
4,Thijs Hendrikx,72.3,185.00,190.00,195.00,195.00,-125.00,125.00,132.50,132.50,205.00,220.00,232.50,232.50,560.00,74.00,Open,SBD,M,Raw
5,Mels Harutunian,72.6,190.00,197.50,-202.50,197.50,115.00,120.00,-122.50,120.00,225.00,-242.50,0.00,225.00,542.50,74.00,Open,SBD,M,Raw
6,Dirk Bennenbroek,73.4,195.00,-205.00,-205.00,195.00,-125.00,125.00,-130.00,125.00,210.00,-220.00,0.00,210.00,530.00,74.00,Open,SBD,M,Raw
7,Bjorn Verrijdt,71.2,180.00,190.00,-192.50,190.00,105.00,110.00,-112.50,110.00,200.00,210.00,215.00,215.00,515.00,74.00,Open,SBD,M,Raw
8,Johny Paelinck,72.8,160.00,170.00,175.00,175.00,105.00,110.00,-115.00,110.00,175.00,185.00,190.00,190.00,475.00,74.00,Open,SBD,M,Raw
9,Huub Luites,71.3,-125.00,132.50,-137.50,132.50,95.00,100.00,105.00,105.00,135.00,142.50,150.00,150.00,387.50,74.00,Open,SBD,M,Raw
10,Rick Berkhout,71.9,122.50,130.00,135.00,135.00,85.00,90.00,-95.00,90.00,125.00,135.00,137.50,137.50,362.50,74.00,Open,SBD,M,Raw
1,Nick Teo,80.4,200.00,210.00,220.00,220.00,160.00,165.00,-167.50,165.00,260.00,270.00,280.00,280.00,665.00,83.00,Open,SBD,M,Raw
2,Timothy Martens,82.5,200.00,210.00,215.00,215.00,-140.00,140.00,150.00,150.00,270.00,285.00,-302.50,285.00,650.00,83.00,Open,SBD,M,Raw
3,Raymond Bruynaers,80.7,202.50,215.00,225.00,225.00,135.00,145.00,147.50,147.50,242.50,255.00,265.00,265.00,637.50,83.00,Open,SBD,M,Raw
4,Olivier Tijhuis,81.7,200.00,210.00,212.50,212.50,140.00,147.50,152.50,152.50,260.00,272.50,-277.50,272.50,637.50,83.00,Open,SBD,M,Raw
5,Marciano Schildmeijer,81.95,205.00,215.00,,215.00,135.00,140.00,145.00,145.00,232.50,240.00,252.50,252.50,612.50,83.00,Open,SBD,M,Raw
6,Mathijs Wijnker,81.8,-190.00,195.00,210.00,210.00,130.00,140.00,142.50,142.50,210.00,230.00,247.50,247.50,600.00,83.00,Open,SBD,M,Raw
7,Taidgh van der Kraan,80.7,200.00,207.50,215.00,215.00,130.00,132.50,135.00,135.00,220.00,235.00,-250.00,235.00,585.00,83.00,Open,SBD,M,Raw
8,Bas de Vreede,80.95,190.00,200.00,-205.00,200.00,115.00,120.00,-122.50,120.00,235.00,245.00,250.00,250.00,570.00,83.00,Open,SBD,M,Raw
9,Danny van der Linden,81.25,170.00,180.00,-190.00,180.00,120.00,125.00,-127.50,125.00,240.00,250.00,260.00,260.00,565.00,83.00,Open,SBD,M,Raw
10,Wesley Brouwers,78.95,190.00,200.00,202.50,202.50,105.00,-110.00,110.00,110.00,240.00,250.00,-260.00,250.00,562.50,83.00,Open,SBD,M,Raw
11,Darryl Ramsche,80.5,182.50,185.00,-200.00,185.00,125.00,130.00,-132.50,130.00,225.00,235.00,245.00,245.00,560.00,83.00,Open,SBD,M,Raw
12,Sjoerd Lenselink,81,175.00,180.00,185.00,185.00,120.00,127.50,130.00,130.00,220.00,232.50,242.50,242.50,557.50,83.00,Open,SBD,M,Raw
13,Rens Bokhorst,81.5,170.00,-190.00,-200.00,170.00,-120.00,125.00,-135.00,125.00,220.00,235.00,245.00,245.00,540.00,83.00,Open,SBD,M,Raw
14,Alex Kiderov,81.45,180.00,190.00,200.00,200.00,107.50,115.00,117.50,117.50,195.00,210.00,220.00,220.00,537.50,83.00,Open,SBD,M,Raw
15,Arno Hoefnagel,80.95,180.00,-190.00,190.00,190.00,102.50,105.00,107.50,107.50,220.00,-230.00,0.00,220.00,517.50,83.00,Open,SBD,M,Raw
16,Frank Toonen,81,170.00,-180.00,180.00,180.00,110.00,120.00,-125.00,120.00,200.00,215.00,-225.00,215.00,515.00,83.00,Open,SBD,M,Raw
17,Jordy Wisgerhof,81.1,155.00,170.00,180.00,180.00,120.00,130.00,-135.00,130.00,190.00,200.00,205.00,205.00,515.00,83.00,Open,SBD,M,Raw
18,Aernoud van der Lely,82.5,-150.00,-160.00,160.00,160.00,115.00,-117.50,-120.00,115.00,195.00,210.00,-220.00,210.00,485.00,83.00,Open,SBD,M,Raw
19,Bob Smit,77.15,140.00,147.50,152.50,152.50,95.00,100.00,-105.00,100.00,190.00,200.00,210.00,210.00,462.50,83.00,Open,SBD,M,Raw
20,Jesse Blaauw,80.95,140.00,150.00,155.00,155.00,97.50,102.50,-107.50,102.50,180.00,195.00,205.00,205.00,462.50,83.00,Open,SBD,M,Raw
21,Clint Nieuwendijk,80.6,-147.50,147.50,155.00,155.00,90.00,100.00,-105.00,100.00,185.00,195.00,205.00,205.00,460.00,83.00,Open,SBD,M,Raw
22,Kiu man Chun,79.65,145.00,155.00,160.00,160.00,102.50,107.50,110.00,110.00,172.50,180.00,187.50,187.50,457.50,83.00,Open,SBD,M,Raw
23,Thijs Luttikhuizen,81.35,162.50,-170.00,170.00,170.00,87.50,-92.50,-92.50,87.50,200.00,-215.00,-215.00,200.00,457.50,83.00,Open,SBD,M,Raw
24,Zahir van Eck,76.8,-125.00,125.00,135.00,135.00,-115.00,120.00,125.00,125.00,165.00,175.00,185.00,185.00,445.00,83.00,Open,SBD,M,Raw
25,Tylo Beerten,79.85,125.00,132.50,140.00,140.00,95.00,-102.50,105.00,105.00,180.00,190.00,200.00,200.00,445.00,83.00,Open,SBD,M,Raw
26,Nebay Gebrehiwot,82.2,140.00,147.50,152.50,152.50,80.00,85.00,90.00,90.00,180.00,187.50,200.00,200.00,442.50,83.00,Open,SBD,M,Raw
27,Milan Daalhuisen,78.5,140.00,150.00,-160.00,150.00,100.00,105.00,-107.50,105.00,150.00,165.00,180.00,180.00,435.00,83.00,Open,SBD,M,Raw
28,Daniel Paulino,82.9,130.00,145.00,-152.50,145.00,-90.00,95.00,100.00,100.00,160.00,180.00,187.50,187.50,432.50,83.00,Open,SBD,M,Raw
29,Ghislain Gabrielse,81.45,127.50,135.00,140.00,140.00,70.00,75.00,-77.50,75.00,167.50,175.00,-182.50,175.00,390.00,83.00,Open,SBD,M,Raw
DQ,Gerard Pruijsen,80.2,215.00,222.50,227.50,227.50,-150.00,-150.00,-150.00,,220.00,232.50,237.50,237.50,,83.00,Open,SBD,M,Raw
1,Sietse Bergsma,92.2,220.00,-230.00,-230.00,220.00,150.00,-155.00,155.00,155.00,275.00,-290.00,297.50,297.50,672.50,93.00,Open,SBD,M,Raw
2,Vito Minheere,91.3,235.00,240.00,-245.00,240.00,135.00,-140.00,-140.00,135.00,295.00,-297.50,-302.50,295.00,670.00,93.00,Open,SBD,M,Raw
3,Rowan Kollau,92.2,-205.00,-205.00,205.00,205.00,-137.50,-137.50,137.50,137.50,272.50,285.00,297.50,297.50,640.00,93.00,Open,SBD,M,Raw
4,Casper Vaes,91.3,215.00,225.00,235.00,235.00,132.50,140.00,-147.50,140.00,225.00,240.00,245.00,245.00,620.00,93.00,Open,SBD,M,Raw
5,Floris Weij,92.5,215.00,220.00,225.00,225.00,132.50,137.50,140.00,140.00,225.00,235.00,242.50,242.50,607.50,93.00,Open,SBD,M,Raw
6,Michiel Franke,91.6,220.00,232.50,-240.00,232.50,130.00,137.50,145.00,145.00,-210.00,210.00,222.50,222.50,600.00,93.00,Open,SBD,M,Raw
7,Alican Erdogan,91.7,190.00,197.50,202.50,202.50,125.00,-135.00,135.00,135.00,245.00,255.00,262.50,262.50,600.00,93.00,Open,SBD,M,Raw
8,Stanley Van Essen,91.8,200.00,210.00,-215.00,210.00,120.00,-127.50,130.00,130.00,220.00,230.00,-235.00,230.00,570.00,93.00,Open,SBD,M,Raw
9,Aart-Jan van t Oever,90.1,185.00,195.00,-202.50,195.00,130.00,140.00,147.50,147.50,225.00,-237.50,-237.50,225.00,567.50,93.00,Open,SBD,M,Raw
10,Brent Verkooijen,90.6,185.00,192.50,200.00,200.00,120.00,127.50,135.00,135.00,210.00,225.00,232.50,232.50,567.50,93.00,Open,SBD,M,Raw
11,Thomas van Helsum,89.6,175.00,182.50,190.00,190.00,145.00,150.00,155.00,155.00,210.00,220.00,-230.00,220.00,565.00,93.00,Open,SBD,M,Raw
12,Jennerino Bleekman,89.3,185.00,195.00,202.50,202.50,125.00,132.50,137.50,137.50,210.00,220.00,-235.00,220.00,560.00,93.00,Open,SBD,M,Raw
13,Martijn Warndorff,83.1,-170.00,180.00,190.00,190.00,-125.00,-125.00,132.50,132.50,210.00,222.50,232.50,232.50,555.00,93.00,Open,SBD,M,Raw
14,Nuri Hagen,86.2,170.00,180.00,-187.50,180.00,-120.00,125.00,130.00,130.00,230.00,240.00,-250.00,240.00,550.00,93.00,Open,SBD,M,Raw
15,Duncan Wondergem,92.3,177.50,187.50,192.50,192.50,132.50,-137.50,-137.50,132.50,217.50,-225.00,-225.00,217.50,542.50,93.00,Open,SBD,M,Raw
16,Ruben van de Wal,91.1,170.00,180.00,190.00,190.00,-120.00,127.50,135.00,135.00,190.00,200.00,210.00,210.00,535.00,93.00,Open,SBD,M,Raw
17,Guo Rong Zhou,87.8,165.00,172.50,180.00,180.00,117.50,122.50,-127.50,122.50,200.00,212.50,222.50,222.50,525.00,93.00,Open,SBD,M,Raw
18,Bernard Reichling,92.6,175.00,182.50,192.50,192.50,-117.50,122.50,-127.50,122.50,195.00,205.00,210.00,210.00,525.00,93.00,Open,SBD,M,Raw
19,Elmer van Oosterhout,90.6,180.00,-195.00,-195.00,180.00,120.00,125.00,-130.00,125.00,-190.00,200.00,215.00,215.00,520.00,93.00,Open,SBD,M,Raw
20,Thom van de Moosdijk,89.6,150.00,160.00,170.00,170.00,-115.00,120.00,130.00,130.00,170.00,185.00,200.00,200.00,500.00,93.00,Open,SBD,M,Raw
21,Ruben Jansen,89.6,145.00,155.00,160.00,160.00,95.00,100.00,105.00,105.00,-180.00,180.00,190.00,190.00,455.00,93.00,Open,SBD,M,Raw
22,Collin Harcarik,92.5,125.00,132.50,140.00,140.00,105.00,-110.00,110.00,110.00,160.00,175.00,190.00,190.00,440.00,93.00,Open,SBD,M,Raw
23,Bart Poort,91.4,130.00,-137.50,-137.50,130.00,90.00,95.00,100.00,100.00,170.00,180.00,185.00,185.00,415.00,93.00,Open,SBD,M,Raw
DQ,Lemaire Oulai,92.1,-210.00,-210.00,-220.00,,,,,,,,,,,93.00,Open,SBD,M,Raw
1,Aldreyson Ortega,103.60,240.00,250.00,262.50,262.50,147.50,152.50,157.50,157.50,285.00,300.00,-317.50,300.00,720.00,105.00,Open,SBD,M,Raw
2,Glenn Kofman,102.00,230.00,240.00,250.00,250.00,170.00,180.00,-185.00,180.00,260.00,270.00,-280.00,270.00,700.00,105.00,Open,SBD,M,Raw
3,Marto Metselaar,102.50,240.00,255.00,260.00,260.00,155.00,162.50,-165.00,162.50,240.00,252.50,262.50,262.50,685.00,105.00,Open,SBD,M,Raw
4,Jugraj Singh,104.70,232.50,-240.00,240.00,240.00,160.00,167.50,-172.50,167.50,255.00,-267.50,-267.50,255.00,662.50,105.00,Open,SBD,M,Raw
5,Miguel Diaz,103.10,220.00,240.00,-245.00,240.00,140.00,-147.50,-147.50,140.00,250.00,275.00,280.00,280.00,660.00,105.00,Open,SBD,M,Raw
6,Sebastiaan Slotema,103.70,225.00,-230.00,-235.00,225.00,150.00,160.00,-165.00,160.00,260.00,270.00,-280.00,270.00,655.00,105.00,Open,SBD,M,Raw
7,Aron Muijsenberg,102.40,190.00,200.00,207.50,207.50,150.00,155.00,-160.00,155.00,240.00,252.50,260.00,260.00,622.50,105.00,Open,SBD,M,Raw
8,Roy Kreuger,102.95,200.00,210.00,215.00,215.00,-137.50,140.00,145.00,145.00,240.00,255.00,-265.00,255.00,615.00,105.00,Open,SBD,M,Raw
9,Remco Kwint,103.60,210.00,217.50,225.00,225.00,125.00,130.00,-135.00,130.00,235.00,250.00,255.00,255.00,610.00,105.00,Open,SBD,M,Raw
10,Thijs Bongers,102.55,205.00,215.00,-220.00,215.00,135.00,140.00,145.00,145.00,235.00,245.00,-250.00,245.00,605.00,105.00,Open,SBD,M,Raw
11,Dempsey Thiele,102.65,207.50,217.50,-222.50,217.50,-140.00,147.50,-152.50,147.50,215.00,230.00,240.00,240.00,605.00,105.00,Open,SBD,M,Raw
12,Erwin Reijenga,100.00,190.00,200.00,-205.00,200.00,125.00,135.00,-137.50,135.00,240.00,260.00,265.00,265.00,600.00,105.00,Open,SBD,M,Raw
13,Scott Wenmakers,101.40,205.00,215.00,222.50,222.50,142.50,-150.00,-150.00,142.50,220.00,232.50,-240.00,232.50,597.50,105.00,Open,SBD,M,Raw
14,Kevin Danes,96.70,190.00,195.00,200.00,200.00,120.00,125.00,-130.00,125.00,232.50,242.50,250.00,250.00,575.00,105.00,Open,SBD,M,Raw
15,Rik Jurriaans,102.85,200.00,210.00,217.50,217.50,115.00,120.00,-125.00,120.00,202.50,215.00,225.00,225.00,562.50,105.00,Open,SBD,M,Raw
16,Andreas Gregoriades,101.90,192.50,200.00,205.00,205.00,100.00,107.50,-112.50,107.50,207.50,217.50,225.00,225.00,537.50,105.00,Open,SBD,M,Raw
17,Arjen Francke,101.55,160.00,172.50,-180.00,172.50,115.00,122.50,-127.50,122.50,210.00,220.00,-230.00,220.00,515.00,105.00,Open,SBD,M,Raw
18,Ioannis Krokos,102.85,180.00,192.50,202.50,202.50,170.00,177.50,-185.00,177.50,120.00,,,120.00,500.00,105.00,Open,SBD,M,Raw
19,Thomas Tijdeman,101.55,205.00,215.00,220.00,220.00,130.00,135.00,-140.00,135.00,70.00,,,70.00,425.00,105.00,Open,SBD,M,Raw
20,Darren Friel,103.80,25.00,-27.50,-27.50,25.00,115.00,120.00,125.00,125.00,250.00,270.00,275.00,275.00,425.00,105.00,Open,SBD,M,Raw
DQ,Roger Baltes,104.75,170.00,-177.50,-177.50,170.00,120.00,-125.00,-125.00,120.00,-180.00,-180.00,,,,105.00,Open,SBD,M,Raw
1,Tim de Vr̩,118.1,240.00,255.00,265.00,265.00,140.00,160.00,180.00,180.00,260.00,270.00,285.00,285.00,730.00,120.00,Open,SBD,M,Raw
2,Tim Vermeer,116.45,-225.00,235.00,245.00,245.00,150.00,157.50,160.00,160.00,260.00,275.00,285.00,285.00,690.00,120.00,Open,SBD,M,Raw
3,Rob Elferink,112.5,225.00,232.50,-240.00,232.50,-127.50,127.50,135.00,135.00,265.00,277.50,280.00,280.00,647.50,120.00,Open,SBD,M,Raw
4,Robb Hermanns,113.40,210.00,225.00,-235.00,225.00,135.00,-142.50,-142.50,135.00,230.00,240.00,-250.00,240.00,600.00,120.00,Open,SBD,M,Raw
5,Frits Rooze,114.50,185.00,200.00,-210.00,200.00,130.00,140.00,-147.50,140.00,190.00,205.00,-222.50,205.00,545.00,120.00,Open,SBD,M,Raw
1,Bjarne Bloemhof,126.25,200.00,215.00,222.50,222.50,140.00,150.00,155.00,155.00,240.00,255.00,262.50,262.50,640.00,120+,Open,SBD,M,Raw
2,Jordi van Munster,127.70,220.00,-230.00,-230.00,220.00,120.00,122.50,-125.00,122.50,225.00,235.00,-242.50,235.00,577.50,120+,Open,SBD,M,Raw
3,Luuk Wemmenhove,127.60,160.00,165.00,170.00,170.00,115.00,120.00,122.50,122.50,195.00,200.00,-205.00,200.00,492.50,120+,Open,SBD,M,Raw
1,Sjoerd Schoufs,72.90,-170.00,-180.00,180.00,180.00,95.00,100.00,-102.5,100.00,190.00,200.00,210.00,210.00,480.00,74.00,Open,SBD,M,Single-Ply
2,Theo Dijkstra,91.70,190.00,-200.00,-200.00,190.00,-130.00,130.00,140.00,140.00,200.00,215.00,-230.00,215.00,545.00,93.00,Open,SBD,M,Single-Ply
3,Maxim Janssens,109.20,-225.00,225.00,-235.00,225.00,125.00,135.00,-142.5,135.00,220.00,235.00,-247.5,235.00,595.00,120.00,Open,SBD,M,Single-Ply
